,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address,price_scaled,GeoC,county,neigh,cl_sub
14649,1.0,1,14617bb3fe549c54276910d14e8a9530,2016-06-12 05:05:28,        ,W 83rd St,[],low,40.7846,7146730,-73.9742,62d1473bbe40b63bb382581bb6fda27f,"['https://photos.renthop.com/2/7146730_77f2f2b29de2fcf997bc3422c425d716.jpg', 'https://photos.renthop.com/2/7146730_633cf41e19aafddf1205b317b6109053.jpg', 'https://photos.renthop.com/2/7146730_b429ec2cde8b3fbaf81b55f9868b077d.jpg']",2950,104 W 83rd St,1475.0,"40.7846,-73.9742", New York County,not available,402.5599428480643
82269,1.0,2,15d3e643a5a8abbd6fdf5530f68081e3,2016-05-21 01:40:18,,East 90th Street,"['Prewar', 'Elevator', 'Cats Allowed', 'Dogs Allowed', 'Laundry Room']",low,40.7799,7046059,-73.9483,62b685cc0d876c3a1a51d63a0d6a8082,[],2750,327-333 East 90TH Street,916.6666666666666,"40.7799,-73.9483", New York County,not available,370.2932571506856
122298,1.0,2,aa2ffec0880e3d7131c72021f6dae3e5,2016-04-14 03:56:28,        ,East 12th Street,[],low,40.7299,6871916,-73.9826,724763b1411db3b294adee1c832619ba,"['https://photos.renthop.com/2/6871916_fa75697aaa7157d07f29c722ed0ecabd.jpg', 'https://photos.renthop.com/2/6871916_8a79a2837a60a3555388d364cd6267a8.jpg', 'https://photos.renthop.com/2/6871916_70fe5e6db41538e842d3e63fa87d42a2.jpg', 'https://photos.renthop.com/2/6871916_272699ead548289bd791f111cafe38ac.jpg', 'https://photos.renthop.com/2/6871916_ccfc6ab92399342abf50a5bbf975433b.jpg']",3100,413 East 12th Street,1033.3333333333333,"40.7299,-73.9826", New York County,not available,142.40452994039305
29510,1.0,2,26cd950c6dbe3e1e710619e35a369a4f,2016-06-04 05:43:18,"Comfortable spacious renovated apartment, with modern kitchen, modern bathroom, hardwood floors updated kitchen, updated bathroom, storage space. It is located in a well maintained video security elevator laundry building within a five minute walk to the subway. All buildings come with Bed Bug certifications. Cable and High Speed Internet, Heat and Hot Water Included. Showing Today! Schedule on-line at:www.MyManhattanapt.com<br/><br/>Schedule your showing today on-line at:www.MyManhattanapt.comShowing times:  8:45am, 10:15am, 11:45am, 1:15pm, 2:45am, 4:15pm, 5:45pm, 6:30pm, 7:30pmRequirements & Documents: Letter of employment, last year's tax return, recent bank statement. Shares ok, guarantors welcome (same documents needed)*No fee conditions apply <br/><br/><br/><br/><p>",Beautiful Spacious Renovated Modern Kitchen & Bathroom Elevator Laundry ,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Reduced Fee', 'Elevator', 'Laundry In Building', 'Subway', 'High Speed Internet', 'Hardwood', 'High Ceilings', 'Renovated', 'Marble Bath', 'Granite Kitchen', 'Light']",high,40.8238,7110500,-73.9533,2a4e0d2668fde3afa267d312b3a2a9d8,"['https://photos.renthop.com/2/7110500_67399b130e4f0d691f4d01425eab441e.jpg', 'https://photos.renthop.com/2/7110500_5981953310a636fcd9d4be446605a20d.jpg', 'https://photos.renthop.com/2/7110500_8007666742b00369f8cadbc37cba3c39.jpg', 'https://photos.renthop.com/2/7110500_1ffff4d519fcade0977d50a13f62ed3f.jpg', 'https://photos.renthop.com/2/7110500_f981ce1f417a74799dd474155ea093ab.jpg', 'https://photos.renthop.com/2/7110500_5d1a7520f91cb295727c7d9e7bf317dd.jpg', 'https://photos.renthop.com/2/7110500_968c2c745987c4a068fcf847b58aca31.jpg']",1900,603 W 140,633.3333333333334,"40.8238,-73.9533", New York County,not available,201.51456410133233
41869,1.0,3,eb24dc197910231da4753c22af696889,2016-06-12 11:29:27,"        Our Thoughts: This beautifully renovated three bedroom features a spacious living room, exposed brick and three equally sized bedrooms. Ample closet space throughout.",210 Howard Avenue,[],medium,40.6811,7149861,-73.9198,5c7c19ede6b285f52f744f41e5097e3f,"['https://photos.renthop.com/2/7149861_37fbaba8d6a4366fc772806e7d5d91a1.jpg', 'https://photos.renthop.com/2/7149861_88d38b6cb7d13eedd0a16040c7014601.jpg', 'https://photos.renthop.com/2/7149861_cf89166b1f447ed9bf6f05672b83a774.jpg', 'https://photos.renthop.com/2/7149861_a447dfa624983b2f22219a49e99a8d1f.jpg', 'https://photos.renthop.com/2/7149861_a8aa8b45e06195736759d61e5a288223.jpg', 'https://photos.renthop.com/2/7149861_e4b78696186253ccfc434c6a1ff21d23.jpg']",1750,210 Howard Avenue,437.5,"40.6811,-73.9198", Kings County,not available,266.34664684496323
6247,1.0,0,0,2016-06-21 01:36:22,"THIRD AVE AND EAST 30'S! 9TH FLOOR, BRIGHT APT.Apartment Features: Sponsor Apartment.Building Description: Full Time Doorman; Elevator; Post-war; Built 1956. Converted to Co-operative in 1985; Mid-rise; 12 Floors; 121 ApartmentsBuilding Amenities: Bicycle Room; Garage; Laundry Room; Rooftop Deck; Common Storage Room;The photos are not of the actual unit, but a similar apartment in the building.RENTAL BUILDING with QUICK and SIMPLE application process - approval within 24 hours.For listing locations, additional info, or to view an apartment, please contact Oren today via phone, text or email 24/7. I have access to EVERY listing on the Citi Habitats website in addition to MANY more not listed. ",East 35th Street,"['Doorman', 'Dogs Allowed', 'Cats Allowed']",low,40.7455,7187066,-73.9762,91a276fdb4c7ae5ff56fd0884b5121db,"['https://photos.renthop.com/2/7187066_b6cf2ece7ac7f5f628d30c67563e1d81.jpg', 'https://photos.renthop.com/2/7187066_7418bfda60c3252341d808eb3f990eec.jpg', 'https://photos.renthop.com/2/7187066_8aa42248554eb41a6a57958b9a5d47a7.jpg']",2400,240 East 35th Street,2400.0,"40.7455,-73.9762", New York County,not available,500.44946069897935
3450,1.0,1,e9486c64bc22a62cda646cd659fcea4b,2016-06-22 04:59:15,"Enormous and modern true convertible 2 bedroom in a luxurious building and an excellent location.Apartment Features:*Breakfast Bar and Dishwasher *Good Closet Space *High Ceilings   *Spacious Bedrooms (can fit a queens size bedroom sets)*Huge Living RoomBuilding:*Laundry in Building*Two Elevators*24hr Emergency Maintenance*Pet Friendly*On-site Superintendent*Beautiful Lobby with 24hr DoormanLocation:*Multiple Subway Lines*Trendy Bars, Restaurants, and Night Life *Activities*Boutiques*Historic Landmarks*Cultural Activities",Mulberry Street,"['Elevator', 'Cats Allowed', 'Dogs Allowed', 'Exclusive']",low,40.7252,7199851,-73.9947,62826f3ae01f2ddc93b9cd28c659ab2b,"['https://photos.renthop.com/2/7199851_c058e8e4586e13121c9f6839457ec2d8.jpg', 'https://photos.renthop.com/2/7199851_c90815fc5d46f1b0d4fc8c79a8d55533.jpg', 'https://photos.renthop.com/2/7199851_af66c0a052296bd3d6f23ad4ca506908.jpg', 'https://photos.renthop.com/2/7199851_3b5dade709840eb35a7ac66233f3aad7.jpg', 'https://photos.renthop.com/2/7199851_1e7654af611b01549abcff642891f120.jpg']",4650,298 Mulberry Street,2325.0,"40.7252,-73.9947", New York County,not available,79.4383082788177
39668,2.0,2,d5f0baa9291f0a7160605019929b288d,2016-06-06 03:03:55,"Luxury building-24Hr Doorman/Concierge. Bright and spacious with huge windows- Hudson River and City Views. This spacious apartment has huge floor to ceiling windows in all of the rooms which allows for amazing sunrises and sunsets. The windowed kitchen comes complete with stainless steel microwave, stove,dishwasher, refrigerator and granite counter top. The sprawling apartment also has two huge complete bathrooms in each bedroom.<br /><br />This luxury building comes complete with White Gloves Service-24Hr Doorman/Concierge, a complete fitness center on site as well as a laundry room.Lounge area and game room. There are numerous restaurants, coffee shops and banks, all conveniently located with in the surrounding blocks.<br /><br />The A,C,E,N,Q and R trains are conveniently located about a block away.<br /><br />To view this apartment please call or text me - 612-268-4283. Even if your taste requires something different, give me a call and we will work together to find the best option for you.<p><a  website_redacted ",W 43 St.,"['Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Garden/Patio', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",low,40.7585,7115697,-73.9913,8b47e0cb1a5f4dc02a34ebbfe25c9eda,"['https://photos.renthop.com/2/7115697_ca52c617ee9239843c0acb5ab490eb62.jpg', 'https://photos.renthop.com/2/7115697_90e5491e55a9906e79697f230841775b.jpg', 'https://photos.renthop.com/2/7115697_811595fbf74a215e2c800f4a8cfcb1b2.jpg', 'https://photos.renthop.com/2/7115697_0bd34d166a252e9f695d521dd889fc1b.jpg', 'https://photos.renthop.com/2/7115697_aa37731ca86cbd25d88345e1a47d656a.jpg', 'https://photos.renthop.com/2/7115697_2c419c14acb3810a0bf743c40e89c845.jpg', 'https://photos.renthop.com/2/7115697_47adb7d12e49c0bd58e988202b48a4aa.jpg', 'https://photos.renthop.com/2/7115697_0b22ce8201603ecccfff5153f64c952b.jpg']",6300,350 W 43 St.,1575.0,"40.7585,-73.9913", New York County,not available,187.0460296392257
4542,2.0,3,aed67db466854ec2aa5d249a032bc401,2016-06-01 02:48:06,"NO BROKER FEE !! STUNNING 3BR(flex) !! HUGE ROOMS ** GIANT LUXURY GRANITE KITCHEN STAINLESS STEEL + DISHWASHER AND MICROWAVE ** LAUNDRY IN UNIT WASHER+DRYER ** THIS LUXURY APARTMENT SITTING IN FABULOUS BUILDING LOCATED IN  THE BEST BLOCK IN MIDTOWN EAST TINY STEPS TO MANY RESTURANTS/SHOPPING AND MUCH MORE !! ONLY 5 MIN WALK TO GRAND CENTRAL/ROCKEFELLER CENTER/BRYANT PARK** IN THE BUILDING 24/7 DOORMAN, HEALTH CLUB, GARAGE, STORAGE AND MORE !YOU HAVE TO SEE IT !!FOR ANY OTHER INFORMATION FEEL FREE TO TEXT OR CALL NADIR 976-902-6799 OR BY MAIL: kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",E 47 St.,"['Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Laundry in Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",medium,40.753,7088932,-73.9695,dd6b488d74624d64a0ba4767d990da83,"['https://photos.renthop.com/2/7088932_beb7d22a9c138e1168c5822d2a153083.jpg', 'https://photos.renthop.com/2/7088932_079c5c3a5dede066b763cd99c46ab9f0.jpg', 'https://photos.renthop.com/2/7088932_4dce0928f926fa4ee65fab23ed7dbf0d.jpg', 'https://photos.renthop.com/2/7088932_42d5c4ec6cb5399162bef564964c6fa5.jpg', 'https://photos.renthop.com/2/7088932_04448412943523148111a69ad9ef6d53.jpg', 'https://photos.renthop.com/2/7088932_9ba68810ec8c2fcc6d5272a70ea055e5.jpg', 'https://photos.renthop.com/2/7088932_33d1efe3f4fd444baf584899d79a2666.jpg']",5600,301 E 47 St.,1120.0,"40.753,-73.9695", New York County,not available,497.51417569619923
119224,2.0,2,d7c60dbc86b23d6eed35dc480d52c207,2016-04-26 04:05:07,        ,West 52nd Street,"['Cats Allowed', 'Dogs Allowed']",low,40.7654,6926067,-73.9899,8f5a9c893f6d602f4953fcc0b8e6e9b4,[],4095,444 West 52nd Street,1023.75,"40.7654,-73.9899", New York County,not available,464.98349330813477
120382,1.0,1,395e70228690e663af80133332118d9c,2016-04-30 04:59:02,"Ridiculously large studio on a high floor in the heart of Gramercy Park with tons of light, three huge closets with built-in storage, one walk-in with extra compartments. This breathtaking unit features gleaming hardwood floors, and big windows for lots of natural light. The separate granite kitchen has brand new appliances and the  gorgeous marble bath has great overhead light. Massive open layout fits King size bed with room for much more furnishings. Located in a full service doorman building with elevator, close proximity to Union Square Park, seven major subway lines, movie theater, there's also a Starbucks and 24hr pharmacy less than a half block away. This gorgeous apartment is sure to go fast, so call now for a private exclusive viewing.",East 15th Street,"['Elevator', 'Cats Allowed', 'Dogs Allowed']",low,40.7338,6947427,-73.9865,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6947427_c401bb0e4a46c316cc2aa5a531141347.jpg', 'https://photos.renthop.com/2/6947427_9ad8f21fc25b3e89387f450452a60da8.jpg', 'https://photos.renthop.com/2/6947427_34bea1331ec358fdcc2802aafabe49f7.jpg', 'https://photos.renthop.com/2/6947427_54b0697b3b994d95e9a292712fc06c8c.jpg', 'https://photos.renthop.com/2/6947427_5bcaf2b992a3aeb23c3b5b30f23a1e8c.jpg', 'https://photos.renthop.com/2/6947427_3ed845acbc28bf3bbd4284848afba249.jpg', 'https://photos.renthop.com/2/6947427_354f766a9914d595a3cc89a1cc97d7ca.jpg', 'https://photos.renthop.com/2/6947427_e607ac3493b518f8e14492dc5fab003b.jpg', 'https://photos.renthop.com/2/6947427_9dde148230ad66145c5e842ea46d2bcf.jpg', 'https://photos.renthop.com/2/6947427_1de2104cc5c3e923f98047290d0f6cd4.jpg', 'https://photos.renthop.com/2/6947427_600d85b26a451796cef702e7ccc6af5a.jpg', 'https://photos.renthop.com/2/6947427_2b8a7170f50d47dd4651d47252fc9dbe.jpg']",2700,200 East 15th Street,1350.0,"40.7338,-73.9865",not available,not available,138.49384027534327
76670,1.0,2,57ef86c28a8ae482dc3a3c3af28e8e48,2016-05-05 06:10:36,"PROMOTIONAL DEAL!! NO BROKERS FEE & 1-MONTH FREE!!! BRAND NEW HIGH-RISE WITH AMENITIES: 24/7 DOORMAN, STATE-OF-ART FITNESS CENTER, 2 ROOF DECKS WITH CABANAS, LOUNGE ROOM WITH COUCHES, FLAT SCREEN TV, AND SPECTACULAR VIEWS OF THE CITY HIGH RISES.<br /><br />RECENTLY RENOVATED UNIT, EXPENSIVE NEW MODERN FINISHES: HIGH-END STAINLESS STEEL APPLIANCES, WIDE-PLANK STRIP FLOORING, FLOOR-TO-CEILING WINDOWS, 2- FULL MARBLE BATHROOMS WITH MODERN CUSTOMIZED VANITY.<br /><br />FOR EXCLUSIVE VIEWING SHOOT ME AN EMAIL kagglemanager@renthop.com OR CALL/TEXT 500-405-7922<br /><br /><p><a  website_redacted ",10th Avenue,"['Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space']",medium,40.7593,6970343,-73.9959,38d72c692c25ba828c02963a9b17fc72,"['https://photos.renthop.com/2/6970343_692f80553c2e6ea5a0aa764ba8280b5d.jpg', 'https://photos.renthop.com/2/6970343_47b880260b4480f24201c094e3e225d6.jpg', 'https://photos.renthop.com/2/6970343_84bc3dfa3b5ac6a39e46ef1b9be4b82e.jpg', 'https://photos.renthop.com/2/6970343_c9021fb1ef99231fa39165c4073c4b1b.jpg', 'https://photos.renthop.com/2/6970343_1bb8248defc6b0a31591f8d21019f097.jpg', 'https://photos.renthop.com/2/6970343_8fc53ec01d0931290bf2850c974696c2.jpg']",3100,561 10th Avenue,1033.3333333333333,"40.7593,-73.9959", New York County,not available,565.6333790566356
90311,1.0,2,c3ba40552e2120b0acfc3cb5730bb2aa,2016-04-06 04:25:44,"2Br West Side (Greenwich) fantastic Location-3 min from Subway-Great Natural Light ,Hardwood floor, nice Layout -Nice restaurants and bar in the areaContact me for more info or for see more APT Jay 848-489-1376<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",W 13 Street,['Hardwood Floors'],low,40.7388,6830577,-74.0018,97737aae985e3fe83edebbdb53bd7bc5,"['https://photos.renthop.com/2/6830577_02fd0380008df36662838491c7e31fb4.jpg', 'https://photos.renthop.com/2/6830577_5a79ded439da6f687741d12421ccf220.jpg', 'https://photos.renthop.com/2/6830577_03c5566082878d049eacc7a669a18c53.jpg', 'https://photos.renthop.com/2/6830577_a37e279b774f9d49b87b7a8ced248528.jpg']",3800,241 W 13 Street,1266.6666666666667,"40.7388,-74.0018", New York County,not available,126.81273180633895
21040,2.0,2,8bb596a577d029e5cbc56baf134c73b7,2016-06-12 14:04:30,        ,East 95th Street,"['Doorman', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",low,40.7842,7152948,-73.948,319c64e9d5bfc047814bbdf2cfbc437f,"['https://photos.renthop.com/2/7152948_bacba5fabdf7368a5c21e812ae63b6ec.jpg', 'https://photos.renthop.com/2/7152948_f5761dba3679c2b433afdac6bb1997e7.jpg', 'https://photos.renthop.com/2/7152948_f418c0fd0f50a56f41ea9207a10d9ee0.jpg', 'https://photos.renthop.com/2/7152948_1449d417f4c90d6b3eb08696474738cf.jpg']",4345,205-235 East 95th Street,1086.25,"40.7842,-73.948", New York County,not available,78.94112094973667
32958,1.0,0,cb14c4f807f23ecee1f7469b5159d2de,2016-06-04 04:13:56,        ,Wall Street,"['Doorman', 'Elevator', 'Fitness Center', 'Cats Allowed', 'Dogs Allowed']",low,40.7047,7109206,-74.0076,9b19b9e47e668f606a0b1c8c273eeb7c,"['https://photos.renthop.com/2/7109206_1142b4e5dda74444a89d8dc97ff5118c.jpg', 'https://photos.renthop.com/2/7109206_9335e3ada27186d6c3116cc87c459093.jpg', 'https://photos.renthop.com/2/7109206_e4f4804574a8644c1a031e2f56f0e042.jpg', 'https://photos.renthop.com/2/7109206_a1d6e0f6803cdc15f1706cfe2b8ab9d9.jpg', 'https://photos.renthop.com/2/7109206_24e6257df3a7f153179cd951e78e7196.jpg', 'https://photos.renthop.com/2/7109206_dfc66474f43a38971f5e18f8e17342f1.jpg', 'https://photos.renthop.com/2/7109206_ceb984e9c98febcc52bbafe22f4601fa.jpg', 'https://photos.renthop.com/2/7109206_89fbfc4ed26beefb393c48c946e7cc91.jpg', 'https://photos.renthop.com/2/7109206_406c11014532ebb823f73444c1bf0dca.jpg', 'https://photos.renthop.com/2/7109206_1829bc12363dd2af48592b915982b47a.jpg', 'https://photos.renthop.com/2/7109206_835e4b65b9ae8361512c357b5b40313d.jpg', 'https://photos.renthop.com/2/7109206_8a37d3d4a871540e236da96a99bb5edc.jpg', 'https://photos.renthop.com/2/7109206_750dc1b7ea27f7210ad23545bc607979.jpg', 'https://photos.renthop.com/2/7109206_50b4114c251a07afce16e15d57e58795.jpg', 'https://photos.renthop.com/2/7109206_f945a5e609c799b01938e889b88b2c2f.jpg']",3714,95 Wall Street,3714.0,"40.7047,-74.0076", New York County,not available,267.4781723316087
